X,Y,Index_,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-8827315.1322058,5432093.66586753,316,2855091,2008,D42,Shooting,2008/05/28 04:00:00+00,118,Tam O'Shanter-Sullivan (118),-79.29712101,43.78411259,532
-8838674.3778742,5409166.54789451,116,739598,2005,D14,Shooting,2005/09/09 04:00:00+00,82,Niagara (82),-79.39916285,43.63523601,533
-8827551.67610498,5421700.40010126,317,2709711,2008,D54,Shooting,2008/05/30 04:00:00+00,43,Victoria Village (43),-79.29924592,43.71667004,534
-8851538.88235753,5429488.05860748,117,1096519,2005,D31,Shooting,2005/09/10 04:00:00+00,24,Black Creek (24),-79.51472666,43.76721178,535
-8828343.50611452,5416974.58689793,318,2615345,2008,D55,Shooting,2008/02/25 05:00:00+00,62,East End-Danforth (62),-79.30635905,43.68597881,536
-8851714.4142702,5427127.06066913,118,1203047,2005,D31,Shooting,2005/09/13 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51630349,43.75189346,537
-8839818.38045121,5410670.31348211,319,2555616,2008,D14,Shooting,2008/06/13 04:00:00+00,82,Niagara (82),-79.4094396,43.645012,538
-8842628.81910748,5409508.66264122,119,1139553,2005,D14,Shooting,2005/09/16 04:00:00+00,85,South Parkdale (85),-79.4346862,43.63746024,539
-8839818.38045121,5410670.31348211,320,2555616,2008,D14,Shooting,2008/06/13 04:00:00+00,82,Niagara (82),-79.4094396,43.645012,540
-8855390.29740208,5423336.32372319,120,1156513,2005,D23,Shooting,2005/09/16 04:00:00+00,5,Elms-Old Rexdale (5),-79.54932451,43.72729069,541
-8855390.29740208,5423336.32372319,121,1156513,2005,D23,Shooting,2005/09/16 04:00:00+00,5,Elms-Old Rexdale (5),-79.54932451,43.72729069,542
-8855390.29740208,5423336.32372319,122,1156513,2005,D23,Shooting,2005/09/16 04:00:00+00,5,Elms-Old Rexdale (5),-79.54932451,43.72729069,543
-8831556.76436698,5418293.37154841,123,1228892,2005,D54,Other,2005/09/22 04:00:00+00,58,Old East York (58),-79.33522424,43.69454508,544
-8812339.26544963,5429978.27244007,124,1141576,2005,D42,Stabbing,2005/10/01 04:00:00+00,136,West Hill (136),-79.16259051,43.77039183,545
-8859750.70745993,5425093.44110033,125,1325246,2005,D23,Shooting,2005/10/22 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58849474,43.73869605,546
-8860103.48449223,5424797.38546404,126,1265274,2005,D23,Shooting,2005/10/23 04:00:00+00,1,West Humber-Clairville (1),-79.59166379,43.73677452,547
-8860103.48449223,5424797.38546404,127,1265274,2005,D23,Shooting,2005/10/23 04:00:00+00,1,West Humber-Clairville (1),-79.59166379,43.73677452,548
-8831319.15068749,5434262.34335071,128,1317338,2005,D42,Shooting,2005/11/01 05:00:00+00,117,L'Amoreaux (117),-79.33308972,43.79817569,549
-8843526.8790807,5418717.95730494,129,1345445,2005,D13,Shooting,2005/11/09 05:00:00+00,107,Oakwood Village (107),-79.44275361,43.69730275,550
-8839494.75354077,5427837.14049041,130,1356083,2005,D32,Stabbing,2005/11/12 05:00:00+00,51,Willowdale East (51),-79.40653241,43.75650092,551
-8845846.58357291,5416165.43588953,131,1322417,2005,D12,Shooting,2005/11/14 05:00:00+00,91,Weston-Pellam Park (91),-79.46359187,43.6807223,552
-8860382.60364386,5425591.18720793,132,1258191,2005,D23,Shooting,2005/11/18 05:00:00+00,1,West Humber-Clairville (1),-79.59417116,43.7419265,553
-8827806.58883333,5421490.29019207,133,1293148,2005,D54,Other,2005/11/02 05:00:00+00,54,O'Connor-Parkview (54),-79.30153584,43.71530584,554
-8825172.1941594,5426135.89978865,134,1337264,2005,D41,Stabbing,2005/11/26 05:00:00+00,126,Dorset Park (126),-79.27787067,43.74546157,555
-8844182.81804825,5412911.2035894,135,1428567,2005,D11,Shooting,2005/11/29 05:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44864601,43.65957709,556
-8852280.26571344,5430412.49042895,136,812174,2005,D31,Other,2005/01/26 05:00:00+00,24,Black Creek (24),-79.52138662,43.77320849,557
-8854773.18444652,5430370.54089633,137,1440086,2005,D31,Shooting,2005/12/01 05:00:00+00,21,Humber Summit (21),-79.54378089,43.77293638,558
-8842375.02291361,5409851.90833225,138,1283750,2005,D14,Other,2005/11/05 05:00:00+00,85,South Parkdale (85),-79.43240631,43.63969174,559
-8841752.71467742,5420227.47669735,139,1439907,2005,D53,Other,2005/12/16 05:00:00+00,102,Forest Hill North (102),-79.42681602,43.707106,560
-8851753.24473498,5427121.42951662,140,1443414,2005,D31,Shooting,2005/12/23 05:00:00+00,25,Glenfield-Jane Heights (25),-79.51665231,43.75185692,561
-8829598.13911468,5416766.45176527,141,1229258,2005,D52,Shooting,2005/12/26 05:00:00+00,64,Woodbine Corridor (64),-79.31762961,43.68462674,562
-8843225.34574959,5424694.98006297,142,1158528,2005,D32,Stabbing,2005/09/19 04:00:00+00,33,Clanton Park (33),-79.44004489,43.73610985,563
-8831209.70804331,5435656.15737459,143,1003568,2005,D42,Other,2005/01/24 05:00:00+00,116,Steeles (116),-79.33210658,43.80721233,564
-8844032.23505985,5418572.72416766,144,1426456,2006,D13,Shooting,2006/01/01 05:00:00+00,108,Briar Hill-Belgravia (108),-79.4472933,43.69635948,565
-8840424.07202701,5424551.99156538,145,1557753,2006,D32,Other,2006/01/26 05:00:00+00,39,Bedford Park-Nortown (39),-79.41488062,43.73518176,566
-8850090.20723978,5426075.10423471,146,1361475,2006,D31,Shooting,2006/02/06 05:00:00+00,25,Glenfield-Jane Heights (25),-79.50171299,43.74506703,567
-8831013.29036778,5434035.02549041,147,1624304,2006,D42,Stabbing,2006/02/09 05:00:00+00,117,L'Amoreaux (117),-79.33034213,43.79670177,568
-8831013.29036778,5434035.02549041,148,1624304,2006,D42,Stabbing,2006/02/09 05:00:00+00,117,L'Amoreaux (117),-79.33034213,43.79670177,569
-8831013.29036778,5434035.02549041,149,1624304,2006,D42,Stabbing,2006/02/09 05:00:00+00,117,L'Amoreaux (117),-79.33034213,43.79670177,570
-8831522.54475551,5422017.78263795,150,1511490,2006,D54,Stabbing,2006/02/08 05:00:00+00,44,Flemingdon Park (44),-79.33491684,43.71873068,571
-8826798.25354614,5418034.52834451,151,1559867,2006,D54,Other,2006/03/02 05:00:00+00,61,Taylor-Massey (61),-79.29247781,43.69286384,572
-8813648.15668279,5433420.95816048,152,1597252,2006,D43,Other,2006/03/04 05:00:00+00,134,Highland Creek (134),-79.17434848,43.79272,573
-8854929.6951978,5426508.8395237,153,1640987,2006,D31,Shooting,2006/03/12 05:00:00+00,22,Humbermede (22),-79.54518685,43.74788175,574
-8818604.64253883,5425784.39318258,154,1591256,2006,D43,Shooting,2006/03/14 05:00:00+00,139,Scarborough Village (139),-79.21887335,43.74318039,575
-8835844.06646245,5414098.85295627,155,1479234,2006,D51,Shooting,2006/03/20 05:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37373773,43.66729501,576
-8848884.08059455,5417219.89179755,156,1570672,2006,D12,Shooting,2006/03/27 05:00:00+00,115,Mount Dennis (115),-79.49087817,43.6875723,577
-8850695.95002254,5426600.05270319,157,1671071,2006,D31,Shooting,2006/03/27 05:00:00+00,25,Glenfield-Jane Heights (25),-79.50715447,43.74847366,578
-8855358.11827687,5426935.37225326,158,1578377,2006,D31,Other,2006/04/07 04:00:00+00,22,Humbermede (22),-79.54903544,43.7506496,579
-8846795.59002429,5423812.85267861,159,1673447,2006,D31,Stabbing,2006/04/20 04:00:00+00,26,Downsview-Roding-CFB (26),-79.47211694,43.73038403,580
-8832564.84807212,5431610.01417614,160,1636602,2006,D33,Stabbing,2006/04/26 04:00:00+00,47,Don Valley Village (47),-79.34428001,43.78097583,581
-8830807.08770901,5422064.03769823,161,1473434,2006,D54,Shooting,2006/04/29 04:00:00+00,44,Flemingdon Park (44),-79.32848978,43.71903099,582
-8850885.99020445,5403984.97849655,162,1686110,2006,D22,Stabbing,2006/04/29 04:00:00+00,18,New Toronto (18),-79.50886163,43.60153841,583
-8830262.64300385,5416572.30921957,163,1439616,2006,D54,Stabbing,2006/05/02 04:00:00+00,65,Greenwood-Coxwell (65),-79.32359895,43.68336554,584
-8838032.59206671,5411862.9012561,164,1506152,2006,D52,Stabbing,2006/05/15 04:00:00+00,78,Kensington-Chinatown (78),-79.39339759,43.65276389,585
-8826932.35011795,5417991.9037582,165,1714664,2006,D54,Other,2006/05/17 04:00:00+00,61,Taylor-Massey (61),-79.29368242,43.69258698,586
-8828180.93735656,5421595.15818825,202,1470621,2006,D54,Stabbing,2006/11/05 05:00:00+00,54,O'Connor-Parkview (54),-79.30489867,43.71598673,587
-8841086.42299723,5417007.81795718,166,1465047,2006,D13,Other,2006/05/26 04:00:00+00,106,Humewood-Cedarvale (106),-79.42083062,43.68619468,588
-8818244.93920781,5428464.56910888,167,1630473,2006,D43,Shooting,2006/05/28 04:00:00+00,137,Woburn (137),-79.21564208,43.76057179,589
-8850627.91822894,5418462.58949678,168,1441432,2006,D12,Shooting,2006/06/03 04:00:00+00,113,Weston (113),-79.50654333,43.69564416,590
-8848336.54566033,5425736.255026,169,1677509,2006,D31,Stabbing,2006/06/03 04:00:00+00,26,Downsview-Roding-CFB (26),-79.48595958,43.74286798,591
-8850152.26006354,5421681.21709299,170,1433643,2006,D31,Shooting,2006/06/12 04:00:00+00,28,Rustic (28),-79.50227042,43.71654549,592
-8848884.08059455,5417219.89179755,171,1269372,2006,D12,Stabbing,2006/06/13 04:00:00+00,115,Mount Dennis (115),-79.49087817,43.6875723,593
-8850803.29540752,5422071.35387731,172,1556233,2006,D31,Stabbing,2006/06/22 04:00:00+00,26,Downsview-Roding-CFB (26),-79.50811877,43.71907849,594
-8819224.46055801,5434930.12662314,173,1523520,2006,D42,Shooting,2006/06/23 04:00:00+00,132,Malvern (132),-79.22444127,43.80250536,595
-8836688.41255497,5414007.68627944,174,1712933,2006,D51,Other,2006/06/23 04:00:00+00,75,Church-Yonge Corridor (75),-79.38132262,43.6667026,596
-8835262.40208554,5411019.60364424,175,1614702,2006,D51,Shooting,2006/06/26 04:00:00+00,77,Waterfront Communities-The Island (77),-79.36851255,43.64728251,597
-8847009.39691748,5415884.88623264,176,1463143,2006,D12,Shooting,2006/07/02 04:00:00+00,90,Junction Area (90),-79.4740376,43.67889965,598
-8854888.88324608,5403879.25566482,177,1436777,2006,D22,Shooting,2006/07/05 04:00:00+00,20,Alderwood (20),-79.54482023,43.60085066,599
-8836077.57245272,5412199.94459384,178,1680741,2006,D51,Shooting,2006/07/11 04:00:00+00,75,Church-Yonge Corridor (75),-79.37583535,43.65495451,600
-8819444.1684974,5439142.64295471,179,1789165,2006,D42,Shooting,2006/07/12 04:00:00+00,131,Rouge (131),-79.22641494,43.82981059,601
-8849006.94391654,5417274.0032574,180,1482034,2006,D12,Shooting,2006/07/12 04:00:00+00,115,Mount Dennis (115),-79.49198187,43.6879238,602
-8860146.29017602,5424089.86741552,181,1720929,2006,D23,Stabbing,2006/07/14 04:00:00+00,1,West Humber-Clairville (1),-79.59204832,43.73218217,603
-8828813.90666038,5421259.06084811,182,1753633,2006,D54,Stabbing,2006/07/15 04:00:00+00,54,O'Connor-Parkview (54),-79.31058473,43.71380448,604
-8828813.90666038,5421259.06084811,183,1436568,2006,D52,Shooting,2006/07/17 04:00:00+00,54,O'Connor-Parkview (54),-79.31058473,43.71380448,605
-8831273.06887108,5416404.62057248,184,1558823,2006,D54,Other,2006/06/02 04:00:00+00,66,Danforth (66),-79.33267576,43.68227617,606
-8818235.07741413,5435746.49702136,185,1436461,2006,D42,Other,2006/07/27 04:00:00+00,132,Malvern (132),-79.21555349,43.80779799,607
-8842838.91683523,5409704.39033954,186,1684861,2006,D11,Other,2006/08/05 04:00:00+00,85,South Parkdale (85),-79.43657354,43.63873271,608
-8836772.46099691,5412837.19137639,187,1467979,2006,D52,Stabbing,2006/09/11 04:00:00+00,76,Bay Street Corridor (76),-79.38207764,43.65909609,609
-8836772.46099691,5412837.19137639,188,1467979,2006,D52,Stabbing,2006/09/11 04:00:00+00,76,Bay Street Corridor (76),-79.38207764,43.65909609,610
-8827749.00548714,5434898.73116371,189,1442534,2006,D42,Shooting,2006/09/14 04:00:00+00,117,L'Amoreaux (117),-79.30101856,43.80230181,611
-8820992.50127609,5429988.75820297,190,1825448,2006,D43,Other,2006/09/17 04:00:00+00,137,Woburn (137),-79.24032385,43.77045985,612
-8842006.55651228,5409681.26371634,191,1873074,2006,D14,Shooting,2006/09/17 04:00:00+00,85,South Parkdale (85),-79.42909632,43.63858236,613
-8830485.17734511,5435679.64535074,192,1859866,2006,D42,Stabbing,2006/09/17 04:00:00+00,116,Steeles (116),-79.32559801,43.8073646,614
-8822784.30536587,5420699.93503727,193,1696275,2006,D41,Other,2006/09/21 04:00:00+00,122,Birchcliffe-Cliffside (122),-79.2564199,43.71017395,615
-8836718.87402043,5413653.81740734,194,1448580,2006,D51,Other,2006/09/22 04:00:00+00,75,Church-Yonge Corridor (75),-79.38159626,43.66440307,616
-8857587.70407532,5428230.98244933,195,1710058,2006,D31,Shooting,2006/09/25 04:00:00+00,21,Humber Summit (21),-79.56906415,43.75905627,617
-8828128.55040419,5422044.91554387,196,1905589,2006,D54,Shooting,2006/10/09 04:00:00+00,43,Victoria Village (43),-79.30442807,43.71890684,618
-8827685.05689246,5423436.61745636,197,1696286,2006,D41,Other,2006/10/17 04:00:00+00,119,Wexford/Maryvale (119),-79.3004441,43.72794175,619
-8815870.78946584,5432889.79224107,198,1603174,2006,D43,Stabbing,2006/10/21 04:00:00+00,135,Morningside (135),-79.19431473,43.78927557,620
-8849479.8569433,5408012.94626135,199,1877732,2006,D22,Other,2006/10/27 04:00:00+00,16,Stonegate-Queensway (16),-79.49623012,43.62773536,621
-8834773.24754507,5413913.89515798,200,1855834,2006,D51,Stabbing,2006/10/11 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.3641184,43.66609313,622
-8849200.15670392,5414772.65647486,321,2399394,2008,D12,Shooting,2008/06/15 04:00:00+00,111,Rockcliffe-Smythe (111),-79.49371753,43.67167327,623
-8828180.93735656,5421595.15818825,203,1470621,2006,D54,Stabbing,2006/11/05 05:00:00+00,54,O'Connor-Parkview (54),-79.30489867,43.71598673,624
-8826153.85840979,5419146.1225149,322,2810109,2008,D41,Other,2008/06/23 04:00:00+00,120,Clairlea-Birchmount (120),-79.28668911,43.70008354,625
-8819692.66143073,5435991.70623437,204,1448992,2006,D42,Shooting,2006/11/14 05:00:00+00,132,Malvern (132),-79.22864719,43.80938762,626
-8827332.06835312,5418598.05477352,323,2368814,2008,D54,Other,2008/06/22 04:00:00+00,54,O'Connor-Parkview (54),-79.29727315,43.696524,627
-8848167.90999011,5411334.81007754,205,1945800,2006,D11,Other,2006/11/25 05:00:00+00,114,Lambton Baby Point (114),-79.4844447,43.64933139,628
-8828885.38490542,5426971.84461804,324,2862776,2008,D41,Shooting,2008/07/09 04:00:00+00,119,Wexford/Maryvale (119),-79.31122683,43.75088627,629
-8838087.28667212,5410320.45812453,206,1796411,2006,D14,Shooting,2006/12/03 05:00:00+00,77,Waterfront Communities-The Island (77),-79.39388892,43.64273773,630
-8838162.34383879,5417473.10383119,325,2906096,2008,D53,Stabbing,2008/07/14 04:00:00+00,97,Yonge-St.Clair (97),-79.39456317,43.68921711,631
-8816180.2019905,5434045.1858276,207,1462848,2006,D42,Other,2006/12/03 05:00:00+00,132,Malvern (132),-79.19709423,43.79676765,632
-8815990.66608589,5432204.08212514,326,2517552,2008,D43,Shooting,2008/07/17 04:00:00+00,135,Morningside (135),-79.1953916,43.78482868,633
-8852055.29570171,5419293.51113339,901,GO-20172060242,2017,D12,Stabbing,2017/11/14 05:00:00+00,113,Weston (113),-79.51936568,43.70104075,634
-8834164.20302621,5413347.93387951,208,1451923,2006,D51,Other,2006/12/20 05:00:00+00,72,Regent Park (72),-79.35864726,43.66241529,635
-8841810.53624733,5409739.351874,209,1501929,2006,D14,Shooting,2006/12/25 05:00:00+00,85,South Parkdale (85),-79.42733544,43.63896,636
-8858074.30605987,5423099.30081012,210,1490523,2006,D23,Stabbing,2006/12/26 05:00:00+00,1,West Humber-Clairville (1),-79.57343537,43.72575202,637
-8851990.24281769,5428672.08044291,211,1932560,2006,D31,Shooting,2006/12/27 05:00:00+00,24,Black Creek (24),-79.5187813,43.7619181,638
-8856590.84471443,5411037.23226262,212,1904938,2006,D22,Other,2006/10/06 04:00:00+00,14,Islington-City Centre West (14),-79.56010921,43.6473971,639
-8819640.42030689,5434542.46227475,213,1875060,2007,D42,Shooting,2007/01/01 05:00:00+00,132,Malvern (132),-79.2281779,43.79999192,640
-8830358.08944845,5421037.19941587,214,1763040,2007,D54,Shooting,2007/01/11 05:00:00+00,44,Flemingdon Park (44),-79.32445636,43.71236391,641
-8851605.56829849,5419105.76547297,215,1441479,2007,D12,Other,2007/01/11 05:00:00+00,113,Weston (113),-79.51532571,43.69982144,642
-8823784.05346754,5431619.80796521,216,1993783,2007,D42,Shooting,2007/01/14 05:00:00+00,128,Agincourt South-Malvern West (128),-79.26540079,43.78103935,643
-8847421.16214795,5415749.32838187,217,1492036,2007,D12,Stabbing,2007/01/20 05:00:00+00,111,Rockcliffe-Smythe (111),-79.47773655,43.67801895,644
-8819605.90124599,5422588.5454232,218,1925141,2007,D43,Shooting,2007/02/04 05:00:00+00,123,Cliffcrest (123),-79.22786781,43.72243624,645
-8851364.94899275,5423063.06249087,219,1896894,2007,D31,Stabbing,2007/02/14 05:00:00+00,26,Downsview-Roding-CFB (26),-79.51316419,43.72551677,646
-8826680.89497297,5423290.91415534,220,2061133,2007,D41,Stabbing,2007/03/09 05:00:00+00,120,Clairlea-Birchmount (120),-79.29142356,43.72699591,647
-8855279.8706936,5426647.07659245,221,2065992,2007,D31,Shooting,2007/03/15 04:00:00+00,22,Humbermede (22),-79.54833253,43.74877881,648
-8843310.00310915,5418002.33126018,222,1564750,2007,D13,Shooting,2007/03/17 04:00:00+00,107,Oakwood Village (107),-79.44080538,43.69265471,649
-8840133.95450969,5431532.95937493,223,1438873,2007,D32,Other,2007/03/28 04:00:00+00,51,Willowdale East (51),-79.41227445,43.78047607,650
-8851753.24473498,5427121.42951662,224,2090220,2007,D31,Stabbing,2007/04/02 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51665231,43.75185692,651
-8835374.76575316,5414234.19729601,225,2072766,2007,D51,Shooting,2007/04/04 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.36952193,43.66817448,652
-8859590.9528587,5427393.28372321,226,1447527,2007,D22,Shooting,2007/04/05 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58705964,43.75362093,653
-8819741.97930473,5428532.03586722,227,1606685,2007,D43,Other,2007/04/06 04:00:00+00,137,Woburn (137),-79.22909022,43.76100951,654
-8843275.21688147,5427624.68535401,228,2086798,2007,D32,Stabbing,2007/04/09 04:00:00+00,33,Clanton Park (33),-79.44049289,43.75512241,655
-8833680.14914481,5413753.03345232,229,1842715,2007,D43,Shooting,2007/04/12 04:00:00+00,70,South Riverdale (70),-79.35429893,43.66504781,656
-8823544.65756301,5424267.40006905,230,2003231,2007,D41,Stabbing,2007/04/13 04:00:00+00,124,Kennedy Park (124),-79.26325026,43.73333453,657
-8852976.62256171,5421704.44463302,231,2178693,2007,D31,Shooting,2007/04/21 04:00:00+00,26,Downsview-Roding-CFB (26),-79.5276421,43.7166963,658
-8833280.61681319,5415714.68425799,232,2021610,2007,D54,Stabbing,2007/04/22 04:00:00+00,68,North Riverdale (68),-79.35070987,43.67779387,659
-8837292.37645227,5414549.97204473,233,1971014,2007,D51,Other,2007/04/29 04:00:00+00,76,Bay Street Corridor (76),-79.38674812,43.67022634,660
-8814216.75994384,5435203.3325604,234,2198590,2007,D42,Shooting,2007/05/09 04:00:00+00,131,Rouge (131),-79.17945633,43.80427664,661
-8855693.62520337,5423251.55413978,235,2226769,2007,D23,Other,2007/05/14 04:00:00+00,5,Elms-Old Rexdale (5),-79.55204935,43.7267404,662
-8837525.06424429,5420466.03360536,236,2163954,2007,D53,Shooting,2007/05/18 04:00:00+00,99,Mount Pleasant East (99),-79.38883839,43.70865511,663
-8854362.57582556,5425570.91906651,237,2044021,2007,D31,Shooting,2007/05/21 04:00:00+00,22,Humbermede (22),-79.54009233,43.74179496,664
-8833148.88132778,5427112.24615295,238,1902458,2007,D31,Shooting,2007/05/23 04:00:00+00,42,Banbury-Don Mills (42),-79.34952647,43.75179733,665
-8838909.1907553,5411387.24398958,239,2151831,2007,D14,Shooting,2007/05/20 04:00:00+00,78,Kensington-Chinatown (78),-79.40127221,43.64967221,666
-8834615.39650713,5411678.95440362,240,2226684,2007,D55,Other,2007/05/26 04:00:00+00,77,Waterfront Communities-The Island (77),-79.3627004,43.65156829,667
-8829713.54959676,5428364.8002231,241,2243955,2007,D33,Stabbing,2007/06/05 04:00:00+00,45,Parkwoods-Donalda (45),-79.31866636,43.75992449,668
-8858612.56028814,5424601.97697017,242,2066379,2007,D23,Shooting,2007/06/09 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.57827059,43.7355062,669
-8838546.08884024,5411890.55360333,243,2055785,2007,D14,Other,2007/05/30 04:00:00+00,78,Kensington-Chinatown (78),-79.39801041,43.65294362,670
-8845361.43208133,5417483.23516646,244,2127704,2007,D13,Other,2007/06/17 04:00:00+00,109,Caledonia-Fairbank (109),-79.45923368,43.68928292,671
-8817052.95459069,5431860.38042744,245,2149719,2007,D43,Other,2007/05/08 04:00:00+00,135,Morningside (135),-79.2049343,43.78259962,672
-8818493.82843852,5438071.44882841,246,2064605,2007,D42,Stabbing,2007/06/25 04:00:00+00,131,Rouge (131),-79.21787789,43.82286837,673
-8834980.05132909,5412890.22776022,247,2315548,2007,D51,Stabbing,2007/06/29 04:00:00+00,73,Moss Park (73),-79.36597615,43.65944077,674
-8811361.79683085,5434180.35423286,248,2122523,2007,D42,Shooting,2007/07/04 04:00:00+00,131,Rouge (131),-79.15380976,43.79764408,675
-8815913.81110945,5428686.54911905,249,2126683,2007,D43,Stabbing,2007/07/07 04:00:00+00,136,West Hill (136),-79.1947012,43.76201197,676
-8844258.74239375,5422345.47295364,250,2304950,2007,D32,Shooting,2007/07/03 04:00:00+00,31,Yorkdale-Glen Park (31),-79.44932805,43.72085817,677
-8820170.28327195,5431389.10470631,251,2043425,2007,D43,Stabbing,2007/07/17 04:00:00+00,137,Woburn (137),-79.23293774,43.77954305,678
-8843249.68575626,5417953.60553662,252,2226971,2007,D13,Shooting,2007/07/21 04:00:00+00,107,Oakwood Village (107),-79.44026354,43.69233822,679
-8850456.86915217,5425314.08424704,253,2162156,2007,D31,Shooting,2007/07/22 04:00:00+00,25,Glenfield-Jane Heights (25),-79.50500677,43.74012808,680
-8836068.07244738,5414462.15127428,254,2096282,2007,D51,Shooting,2007/07/22 04:00:00+00,74,North St.James Town (74),-79.37575001,43.6696557,681
-8837503.4404332,5411160.67045523,255,2253925,2007,D52,Shooting,2007/07/22 04:00:00+00,77,Waterfront Communities-The Island (77),-79.38864414,43.64819947,682
-8817824.68141339,5437388.20412602,256,2314144,2007,D42,Shooting,2007/07/28 04:00:00+00,131,Rouge (131),-79.21186684,43.81843996,683
-8845949.83017424,5413807.98329407,257,2133216,2007,D11,Other,2007/07/28 04:00:00+00,90,Junction Area (90),-79.46451935,43.66540489,684
-8860307.9160579,5424335.00560376,258,2177286,2007,D23,Shooting,2007/07/30 04:00:00+00,1,West Humber-Clairville (1),-79.59350023,43.73377335,685
-8820769.57397703,5425117.46301775,259,2344083,2007,D43,Stabbing,2007/07/29 04:00:00+00,138,Eglinton East (138),-79.23832126,43.73885196,686
-8834570.14513412,5413433.48354765,260,2082431,2007,D51,Shooting,2007/08/04 04:00:00+00,72,Regent Park (72),-79.3622939,43.66297124,687
-8840016.55252192,5410783.45970558,261,2187991,2007,D14,Stabbing,2007/08/09 04:00:00+00,82,Niagara (82),-79.41121981,43.6457475,688
-8832821.80128674,5419627.83230624,262,2383826,2007,D53,Stabbing,2007/08/22 04:00:00+00,55,Thorncliffe Park (55),-79.34658826,43.70321193,689
-8856094.7750072,5410133.3731587,263,2425942,2007,D22,Stabbing,2007/02/22 05:00:00+00,14,Islington-City Centre West (14),-79.55565294,43.64152153,690
-8825858.96194673,5418200.62693127,264,2077377,2007,D11,Shooting,2007/08/26 04:00:00+00,121,Oakridge (121),-79.28404001,43.69394269,691
-8819741.02307031,5423443.11210856,265,2421599,2007,D41,Other,2007/08/22 04:00:00+00,123,Cliffcrest (123),-79.22908163,43.72798391,692
-8825783.2635798,5435328.33613973,266,2442324,2007,D42,Other,2007/08/31 04:00:00+00,129,Agincourt North (129),-79.28336,43.80508706,693
-8825565.27107375,5426554.45293518,267,2265196,2007,D41,Stabbing,2007/09/11 04:00:00+00,126,Dorset Park (126),-79.28140174,43.74817775,694
-8843384.79867501,5416524.13442259,268,2479780,2007,D13,Other,2007/09/07 04:00:00+00,107,Oakwood Village (107),-79.44147728,43.68305258,695
-8852166.45377924,5429737.08931107,269,2426042,2007,D31,Shooting,2007/08/16 04:00:00+00,24,Black Creek (24),-79.52036423,43.76882728,696
-8850433.06125267,5420156.74285095,270,2373579,2007,D31,Other,2007/09/11 04:00:00+00,113,Weston (113),-79.5047929,43.70664667,697
-8836772.46099691,5412837.19137639,271,2304687,2007,D52,Shooting,2007/09/19 04:00:00+00,76,Bay Street Corridor (76),-79.38207764,43.65909609,698
-8832601.43990193,5429091.3113272,272,2430194,2007,D33,Other,2007/09/25 04:00:00+00,45,Parkwoods-Donalda (45),-79.34460872,43.76463793,699
-8851795.75319573,5427583.46668692,273,2373602,2007,D31,Shooting,2007/09/28 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51703417,43.75485496,700
-8848868.2409442,5424889.4815023,274,2539175,2007,D31,Stabbing,2007/10/02 04:00:00+00,26,Downsview-Roding-CFB (26),-79.49073588,43.73737227,701
-8848603.10018103,5414727.77534133,275,2432106,2007,D12,Shooting,2007/10/06 04:00:00+00,111,Rockcliffe-Smythe (111),-79.48835408,43.67138165,702
-8842246.79176578,5416135.32485998,276,2424127,2007,D13,Shooting,2007/10/08 04:00:00+00,94,Wychwood (94),-79.43125439,43.68052668,703
-8851162.98983297,5426856.11274016,277,1902459,2007,D31,Shooting,2007/10/09 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51134996,43.75013528,704
-8828761.3248989,5427917.64603854,278,2421605,2007,D41,Shooting,2007/10/14 04:00:00+00,119,Wexford/Maryvale (119),-79.31011238,43.75702327,705
-8834520.22390848,5435944.47268461,279,2538165,2007,D33,Other,2007/10/18 04:00:00+00,48,Hillcrest Village (48),-79.36184545,43.80908142,706
-8833521.15040292,5413924.23187869,280,2371208,2007,D55,Shooting,2007/10/21 04:00:00+00,68,North Riverdale (68),-79.35287062,43.6661603,707
-8853296.696154,5410941.54368319,281,2404032,2007,D22,Shooting,2007/10/27 04:00:00+00,14,Islington-City Centre West (14),-79.53051737,43.6467751,708
-8826232.76055167,5420355.47441431,282,2357094,2007,D41,Other,2007/09/01 04:00:00+00,120,Clairlea-Birchmount (120),-79.2873979,43.70793718,709
-8851641.01131117,5426704.02952363,283,2345705,2007,D31,Stabbing,2007/11/03 04:00:00+00,25,Glenfield-Jane Heights (25),-79.5156441,43.74914839,710
-8835084.36214475,5412437.6864582,284,2403226,2007,D51,Shooting,2007/11/06 05:00:00+00,73,Moss Park (73),-79.36691319,43.65649967,711
-8827558.39757583,5432013.76219878,285,2528917,2007,D42,Shooting,2007/11/23 05:00:00+00,118,Tam O'Shanter-Sullivan (118),-79.2993063,43.78359438,712
