X,Y,Index_,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-8850994.58125452,5428905.42086391,479,4244358,2011,D31,Shooting,2011/10/15 04:00:00+00,24,Black Creek (24),-79.50983712,43.76343195,179
-8858373.56847335,5411207.22500619,480,4219112,2011,D22,Shooting,2011/10/21 04:00:00+00,13,Etobicoke West Mall (13),-79.57612369,43.64850208,180
-8850853.68417502,5423760.42826668,481,4188550,2011,D31,Shooting,2011/10/28 04:00:00+00,26,Downsview-Roding-CFB (26),-79.50857142,43.73004373,181
-8844712.41718611,5412211.67645037,482,3657524,2010,D11,Other,2010/04/04 04:00:00+00,87,High Park-Swansea (87),-79.45340348,43.65503076,182
-8830182.69000598,5411798.77176114,483,4187348,2011,D55,Shooting,2011/11/29 05:00:00+00,70,South Riverdale (70),-79.32288072,43.65234707,183
-8839594.11843145,5431844.84595493,484,4253053,2011,D32,Stabbing,2011/12/02 05:00:00+00,50,Newtonbrook East (50),-79.40742502,43.78249887,184
-8841419.96624791,5425198.06501199,485,3034132,2011,D32,Stabbing,2011/12/03 05:00:00+00,39,Bedford Park-Nortown (39),-79.42382689,43.73937509,185
-8835194.19663353,5412184.51857144,486,3733844,2010,D51,Other,2010/04/28 04:00:00+00,73,Moss Park (73),-79.36789985,43.65485425,186
-8817125.71078348,5429000.34941668,487,4266197,2011,D43,Shooting,2011/12/30 05:00:00+00,137,Woburn (137),-79.20558788,43.76404781,187
-8838546.08884024,5411890.55360333,488,4355679,2011,D14,Stabbing,2011/12/31 05:00:00+00,78,Kensington-Chinatown (78),-79.39801041,43.65294362,188
-8834164.20302621,5413347.93387951,489,4191912,2011,D51,Other,2011/12/26 05:00:00+00,72,Regent Park (72),-79.35864726,43.66241529,189
-8850322.43528231,5419576.63581028,490,4136582,2011,D12,Other,2011/12/02 05:00:00+00,113,Weston (113),-79.50379913,43.70287945,190
-8819879.54793146,5433295.65506317,491,39593058,2011,D42,Other,2011/02/19 05:00:00+00,132,Malvern (132),-79.23032602,43.79190747,191
-8842523.25149477,5416809.23232903,492,3427476,2010,D13,Shooting,2010/05/03 04:00:00+00,107,Oakwood Village (107),-79.43373787,43.68490465,192
-8829108.53818305,5434025.94319484,493,3709341,2010,D42,Stabbing,2010/05/10 04:00:00+00,117,L'Amoreaux (117),-79.31323145,43.79664288,193
-8846600.25214782,5417782.34779722,494,3577964,2010,D12,Shooting,2010/05/17 04:00:00+00,110,Keelesdale-Eglinton West (110),-79.47036219,43.69122583,194
-8850217.31517396,5419064.70340322,495,3746928,2010,D12,Other,2010/05/31 04:00:00+00,30,Brookhaven-Amesbury (30),-79.50285482,43.69955476,195
-8825712.50334547,5423437.1858923,496,4194029,2012,D42,Shooting,2012/01/01 05:00:00+00,120,Clairlea-Birchmount (120),-79.28272435,43.72794544,196
-8840667.90401325,5409691.52340835,497,3665859,2012,D14,Stabbing,2012/01/01 05:00:00+00,82,Niagara (82),-79.417071,43.63864906,197
-8834951.29527823,5420079.63121024,498,30000227,2012,D53,Other,2012/01/01 05:00:00+00,56,Leaside-Bennington (56),-79.36571783,43.70614592,198
-8825166.48235632,5423747.72968007,499,4205598,2012,D43,Shooting,2012/01/21 05:00:00+00,120,Clairlea-Birchmount (120),-79.27781936,43.7299613,199
-8818828.26001874,5435404.00668554,500,4042332,2012,D42,Shooting,2012/01/24 05:00:00+00,132,Malvern (132),-79.22088214,43.80557764,200
-8841689.16794611,5414490.42853552,601,4911563,2013,D14,Other,2013/01/19 05:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.42624517,43.66983944,201
-8836719.10222539,5414110.83499082,801,GO-2016851941,2016,D51,Other,2016/05/18 04:00:00+00,75,Church-Yonge Corridor (75),-79.38159831,43.66737287,202
-8833972.32384633,5432541.20459395,602,4902220,2013,D33,Other,2013/02/02 05:00:00+00,47,Don Valley Village (47),-79.35692358,43.78701499,203
-8853168.69543751,5419925.2912897,802,GO-2016656231,2016,D12,Other,2016/04/17 04:00:00+00,113,Weston (113),-79.52936752,43.70514365,204
-8851753.24473498,5427121.42951662,603,4954079,2013,D31,Shooting,2013/02/11 05:00:00+00,25,Glenfield-Jane Heights (25),-79.51665231,43.75185692,205
-8854385.44418856,5425714.48577088,803,GO-2016965196,2016,D31,Shooting,2016/06/03 04:00:00+00,22,Humbermede (22),-79.54029776,43.7427267,206
-8841538.30888538,5408774.36886037,604,4834800,2013,D14,Shooting,2013/02/10 05:00:00+00,82,Niagara (82),-79.42488998,43.63268619,207
-8838407.00738163,5419836.95279969,804,GO-2016989870,2016,D53,Shooting,2016/06/07 04:00:00+00,104,Mount Pleasant West (104),-79.39676102,43.70456998,208
-8859515.03519236,5424140.19849096,605,4920035,2013,D23,Shooting,2013/02/17 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58637766,43.73250887,209
-8839216.97912859,5412546.71994275,805,GO-20161148938,2016,D14,Shooting,2016/07/01 04:00:00+00,78,Kensington-Chinatown (78),-79.40403712,43.6572083,210
-8844917.71481742,5418059.68196177,606,4896103,2013,D13,Stabbing,2013/03/04 05:00:00+00,109,Caledonia-Fairbank (109),-79.4552477,43.69302722,211
-8839216.97912859,5412546.71994275,806,GO-20161148938,2016,D14,Shooting,2016/07/01 04:00:00+00,78,Kensington-Chinatown (78),-79.40403712,43.6572083,212
-8857713.65317359,5423222.32730717,607,4847120,2013,D23,Other,2013/03/06 05:00:00+00,4,Rexdale-Kipling (4),-79.57019557,43.72655067,213
-8842986.91387185,5411303.78556329,807,GO-20161116247,2016,D11,Other,2016/07/03 04:00:00+00,84,Little Portugal (84),-79.43790302,43.64912973,214
-8827876.3349471,5425873.6977479,608,4968037,2013,D41,Other,2013/03/13 04:00:00+00,119,Wexford/Maryvale (119),-79.30216238,43.74375996,215
-8852136.36412089,5424956.52768828,808,GO-20161229465,2016,D31,Shooting,2016/07/13 04:00:00+00,26,Downsview-Roding-CFB (26),-79.52009393,43.73780743,216
-8835664.463596,5413497.53821662,609,4779022,2013,D51,Shooting,2013/03/21 04:00:00+00,73,Moss Park (73),-79.37212433,43.6633875,217
-8835636.59810106,5411508.99144385,809,GO-20161263080,2016,D51,Other,2016/07/18 04:00:00+00,75,Church-Yonge Corridor (75),-79.37187401,43.65046356,218
-8838773.93200802,5410584.25251541,610,4907315,2013,D14,Shooting,2013/03/28 04:00:00+00,77,Waterfront Communities-The Island (77),-79.40005716,43.64445256,219
-8822964.09858865,5427293.48173357,810,GO-20161329227,2016,D41,Shooting,2016/07/28 04:00:00+00,127,Bendale (127),-79.25803501,43.75297334,220
-8835538.42210255,5412713.82926057,611,5147700,2013,D51,Other,2013/07/09 04:00:00+00,73,Moss Park (73),-79.37099208,43.65829436,221
-8836814.33716295,5414424.44788096,811,GO-20161335085,2016,D51,Stabbing,2016/07/29 04:00:00+00,75,Church-Yonge Corridor (75),-79.38245382,43.66941071,222
-8845097.53920965,5422806.96445334,612,4902638,2013,D32,Shooting,2013/03/30 04:00:00+00,31,Yorkdale-Glen Park (31),-79.45686309,43.72385422,223
-8831514.12232283,5415615.30091856,812,GO-20161403032,2016,D55,Other,2016/08/09 04:00:00+00,69,Blake-Jones (69),-79.33484118,43.67714818,224
-8831358.14479192,5436970.01963649,613,4822914,2013,D42,Other,2013/02/06 05:00:00+00,116,Steeles (116),-79.33344001,43.81572936,225
-8835808.54107335,5412561.34184892,813,GO-20161443064,2016,D51,Other,2016/08/15 04:00:00+00,73,Moss Park (73),-79.3734186,43.65730333,226
-8840544.25366246,5431712.12172264,614,5020177,2013,D32,Other,2013/07/13 04:00:00+00,36,Newtonbrook West (36),-79.41596023,43.78163807,227
-8833521.15040292,5413924.23187869,814,GO-2016666749,2016,D51,Other,2016/04/19 04:00:00+00,68,North Riverdale (68),-79.35287062,43.6661603,228
-8831358.14479192,5436970.01963649,615,4822914,2013,D42,Other,2013/02/06 05:00:00+00,116,Steeles (116),-79.33344001,43.81572936,229
-8840178.00029261,5410193.20547848,815,GO-20161480338,2016,D14,Shooting,2016/08/21 04:00:00+00,82,Niagara (82),-79.41267012,43.64191049,230
-8834164.20302621,5413347.93387951,616,4837042,2013,D51,Other,2013/04/06 04:00:00+00,72,Regent Park (72),-79.35864726,43.66241529,231
-8819039.95518119,5425229.704796,816,GO-20161506128,2016,D43,Other,2016/08/25 04:00:00+00,139,Scarborough Village (139),-79.22278383,43.73958044,232
-8819039.95518119,5425229.704796,817,GO-20161506128,2016,D43,Other,2016/08/25 04:00:00+00,139,Scarborough Village (139),-79.22278383,43.73958044,233
-8819039.95518119,5425229.704796,818,GO-20161506128,2016,D43,Other,2016/08/25 04:00:00+00,139,Scarborough Village (139),-79.22278383,43.73958044,234
-8833415.43139571,5412997.35701409,819,GO-20161520715,2016,D55,Shooting,2016/08/27 04:00:00+00,70,South Riverdale (70),-79.35192093,43.66013699,235
-8841583.6882758,5409491.00156089,820,GO-20161613172,2016,D14,Shooting,2016/09/11 04:00:00+00,85,South Parkdale (85),-79.42529763,43.63734542,236
-8849957.03907253,5429689.55329302,821,GO-20161625137,2016,D31,Stabbing,2016/09/13 04:00:00+00,27,York University Heights (27),-79.50051672,43.76851891,237
-8822460.2264983,5430595.47593352,822,GO-20161696689,2016,D43,Stabbing,2016/09/23 04:00:00+00,127,Bendale (127),-79.25350865,43.77439543,238
-8845111.77808572,5414547.17569197,823,GO-20161688118,2016,D11,Other,2016/09/21 04:00:00+00,91,Weston-Pellam Park (91),-79.456991,43.67020817,239
-8862226.36054,5424961.98187596,824,GO-20161743137,2016,D23,Shooting,2016/09/30 04:00:00+00,1,West Humber-Clairville (1),-79.61073391,43.73784283,240
-8836399.76000215,5412102.59306904,825,GO-20141435425,2014,D51,Other,2014/01/30 05:00:00+00,75,Church-Yonge Corridor (75),-79.37872961,43.65432178,241
-8851875.61045885,5419226.03336589,826,GO-20161838374,2016,D12,Shooting,2016/10/16 04:00:00+00,113,Weston (113),-79.51775154,43.70060252,242
-8861044.43809164,5426378.71001523,827,GO-20161855287,2016,D23,Shooting,2016/10/18 04:00:00+00,1,West Humber-Clairville (1),-79.60011652,43.74703729,243
-8856170.9398028,5419061.18816102,828,GO-20161888229,2016,D23,Shooting,2016/10/24 04:00:00+00,6,Kingsview Village-The Westway (6),-79.55633714,43.69953193,244
-8817125.71078348,5429000.34941668,829,GO-20161907779,2016,D43,Shooting,2016/10/27 04:00:00+00,137,Woburn (137),-79.20558788,43.76404781,245
-8840167.50731741,5412278.11981245,830,GO-20161966289,2016,D14,Other,2016/11/05 04:00:00+00,81,Trinity-Bellwoods (81),-79.41257586,43.6554626,246
-8829136.48382802,5423141.19571942,831,GO-20162051533,2016,D33,Shooting,2016/11/18 05:00:00+00,43,Victoria Village (43),-79.31348249,43.72602399,247
-8851983.63934549,5429788.97887656,832,GO-20162055725,2016,D31,Shooting,2016/11/19 05:00:00+00,24,Black Creek (24),-79.51872198,43.76916389,248
-8833524.92636005,5413248.63447482,833,GO-20162106299,2016,D55,Shooting,2016/11/27 05:00:00+00,70,South Riverdale (70),-79.35290454,43.66176998,249
-8843390.29340508,5426933.78650154,834,GO-20162138470,2016,D32,Other,2016/12/03 05:00:00+00,33,Clanton Park (33),-79.44152664,43.75063931,250
-8852598.60717445,5427749.03599928,835,GO-20162148586,2016,D31,Stabbing,2016/12/04 05:00:00+00,25,Glenfield-Jane Heights (25),-79.52424633,43.75592926,251
-8832387.97809917,5418169.18367063,836,GO-20162172757,2016,D54,Shooting,2016/12/07 05:00:00+00,58,Old East York (58),-79.34269116,43.69373846,252
-8818691.45170414,5426067.63541128,837,GO-20162210973,2016,D43,Shooting,2016/12/14 05:00:00+00,139,Scarborough Village (139),-79.21965317,43.74501856,253
-8842289.85905037,5411859.69646318,838,GO-20162229166,2016,D14,Stabbing,2016/12/16 05:00:00+00,84,Little Portugal (84),-79.43164127,43.65274306,254
-8851875.61045885,5419226.03336589,839,GO-20162233489,2016,D12,Shooting,2016/12/17 05:00:00+00,113,Weston (113),-79.51775154,43.70060252,255
-8855313.86210011,5419337.54602033,840,GO-20162242930,2016,D23,Shooting,2016/12/18 05:00:00+00,6,Kingsview Village-The Westway (6),-79.54863788,43.70132673,256
-8835437.18370484,5412385.77433631,841,GO-20162276833,2016,D51,Stabbing,2016/12/24 05:00:00+00,73,Moss Park (73),-79.37008264,43.65616228,257
-8835194.19663353,5412184.51857144,842,GO-201743106,2017,D51,Shooting,2017/01/08 05:00:00+00,73,Moss Park (73),-79.36789985,43.65485425,258
-8818575.54362394,5435551.72167579,843,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),-79.21861195,43.80653528,259
-8818575.54362394,5435551.72167579,844,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),-79.21861195,43.80653528,260
-8818575.54362394,5435551.72167579,845,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),-79.21861195,43.80653528,261
-8818575.54362394,5435551.72167579,846,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),-79.21861195,43.80653528,262
-8857600.71955018,5427795.48317159,847,GO-2017137133,2017,D31,Shooting,2017/01/23 05:00:00+00,21,Humber Summit (21),-79.56918107,43.75623063,263
-8851656.98009212,5405606.46235737,848,GO-2017163412,2017,D22,Other,2017/01/26 05:00:00+00,17,Mimico (includes Humber Bay Shores) (17),-79.51578755,43.61208553,264
-8835543.62962833,5411684.49614138,849,GO-2017186988,2017,D51,Shooting,2017/01/30 05:00:00+00,73,Moss Park (73),-79.37103886,43.65160431,265
-8834570.14513412,5413433.48354765,850,GO-2017189239,2017,D51,Shooting,2017/01/30 05:00:00+00,72,Regent Park (72),-79.3622939,43.66297124,266
-8851795.75319573,5427583.46668692,851,GO-2017202856,2017,D31,Shooting,2017/02/01 05:00:00+00,25,Glenfield-Jane Heights (25),-79.51703417,43.75485496,267
-8832415.17122438,5416486.56114932,852,GO-2017222142,2017,D54,Shooting,2017/02/05 05:00:00+00,66,Danforth (66),-79.34293544,43.68280849,268
-8855724.97833795,5421682.03801095,853,GO-2017233559,2017,D23,Shooting,2017/02/06 05:00:00+00,5,Elms-Old Rexdale (5),-79.552331,43.71655082,269
-8840497.27461096,5430671.90776659,854,GO-2017233897,2017,D32,Other,2017/02/06 05:00:00+00,37,Willowdale West (37),-79.41553821,43.7748912,270
-8827572.71882832,5419574.41075245,855,GO-2017291986,2017,D54,Other,2017/02/16 05:00:00+00,54,O'Connor-Parkview (54),-79.29943495,43.702865,271
-8860749.66185363,5425443.8643814,856,GO-201594334,2015,D23,Other,2015/01/16 05:00:00+00,1,West Humber-Clairville (1),-79.5974685,43.74097037,272
-8832238.30459102,5420367.90192019,857,GO-2017352942,2017,D53,Shooting,2017/02/25 05:00:00+00,55,Thorncliffe Park (55),-79.34134662,43.70801788,273
-8859849.66492127,5424065.51848904,858,GO-2016838159,2016,D23,Shooting,2016/05/15 04:00:00+00,1,West Humber-Clairville (1),-79.58938369,43.73202412,274
-8814792.03458197,5436116.89636607,859,GO-2017468897,2017,D42,Shooting,2017/03/16 04:00:00+00,131,Rouge (131),-79.18462411,43.81019918,275
-8827125.78443113,5419391.60984052,860,GO-2017486409,2017,D54,Shooting,2017/03/18 04:00:00+00,61,Taylor-Massey (61),-79.29542007,43.70167784,276
-8852090.52052819,5417781.96599295,861,GO-2017564412,2017,D11,Shooting,2017/03/31 04:00:00+00,8,Humber Heights-Westmount (8),-79.51968211,43.69122335,277
-8831074.58733219,5434150.92771884,862,GO-2017662074,2017,D42,Shooting,2017/04/14 04:00:00+00,117,L'Amoreaux (117),-79.33089277,43.79745328,278
-8832483.68948416,5413020.49655444,863,GO-2017674351,2017,D55,Shooting,2017/04/14 04:00:00+00,70,South Riverdale (70),-79.34355095,43.66028737,279
-8844456.16194469,5418812.58863855,864,GO-2017703097,2017,D13,Shooting,2017/04/21 04:00:00+00,108,Briar Hill-Belgravia (108),-79.4511015,43.69791736,280
-8833798.8814005,5413819.99265105,865,GO-2017402242,2017,D55,Other,2017/03/04 05:00:00+00,68,North Riverdale (68),-79.35536552,43.66548293,281
-8832662.29047519,5414068.00998429,866,GO-2017904599,2017,D55,Shooting,2017/05/22 04:00:00+00,70,South Riverdale (70),-79.34515535,43.66709459,282
-8847989.23441502,5417342.55977654,867,GO-20171007434,2017,D12,Other,2017/06/07 04:00:00+00,110,Keelesdale-Eglinton West (110),-79.48283963,43.68836913,283
-8856271.81641216,5426478.92279584,868,GO-20171035511,2017,D31,Shooting,2017/06/11 04:00:00+00,22,Humbermede (22),-79.55724333,43.74768761,284
-8843474.20826363,5414359.46032868,869,GO-20171118832,2017,D11,Stabbing,2017/06/23 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44228046,43.66898843,285
-8834841.69789996,5413045.15797035,870,GO-20171184598,2017,D51,Shooting,2017/07/02 04:00:00+00,72,Regent Park (72),-79.3647333,43.66044764,286
-8816409.58136726,5436597.31054308,871,GO-20171319697,2017,D42,Shooting,2017/07/23 04:00:00+00,131,Rouge (131),-79.19915478,43.81331342,287
-8816409.58136726,5436597.31054308,872,GO-20171319697,2017,D42,Shooting,2017/07/23 04:00:00+00,131,Rouge (131),-79.19915478,43.81331342,288
-8817643.99095552,5436117.42856197,873,GO-20171323827,2017,D42,Shooting,2017/07/23 04:00:00+00,132,Malvern (132),-79.21024367,43.81020263,289
-8844599.60267456,5421339.67842985,874,GO-20171371751,2017,D32,Shooting,2017/07/30 04:00:00+00,31,Yorkdale-Glen Park (31),-79.45239005,43.71432793,290
-8835363.39335398,5412133.84643856,875,GO-20171378728,2017,D51,Shooting,2017/07/31 04:00:00+00,73,Moss Park (73),-79.36941977,43.65452491,291
-8840985.52635036,5417163.88099767,876,GO-20171379055,2017,D13,Shooting,2017/08/01 04:00:00+00,106,Humewood-Cedarvale (106),-79.41992425,43.68720846,292
-8833605.04967674,5417517.641147,877,GO-20171377317,2017,D54,Stabbing,2017/07/31 04:00:00+00,57,Broadview North (57),-79.3536243,43.68950641,293
-8850777.77875384,5428266.0974435,878,GO-20171499040,2017,D31,Stabbing,2017/08/17 04:00:00+00,25,Glenfield-Jane Heights (25),-79.50788955,43.7592841,294
-8832662.29047519,5414068.00998429,879,GO-2017904599,2017,D55,Other,2017/05/22 04:00:00+00,70,South Riverdale (70),-79.34515535,43.66709459,295
-8839488.96604045,5412471.79976959,880,GO-20171503946,2017,D14,Shooting,2017/08/20 04:00:00+00,78,Kensington-Chinatown (78),-79.40648042,43.65672138,296
-8851882.08480043,5426866.11414607,881,GO-20171516247,2017,D31,Stabbing,2017/08/22 04:00:00+00,25,Glenfield-Jane Heights (25),-79.5178097,43.75020018,297
-8851470.19711852,5422311.10596475,882,GO-20171578601,2017,D31,Shooting,2017/08/31 04:00:00+00,26,Downsview-Roding-CFB (26),-79.51410965,43.72063505,298
-8855409.63025804,5423391.77582808,883,GO-20171592166,2017,D23,Shooting,2017/09/02 04:00:00+00,5,Elms-Old Rexdale (5),-79.54949818,43.72765066,299
-8821567.54325649,5425210.35574938,884,GO-20171593482,2017,D43,Stabbing,2017/09/06 04:00:00+00,138,Eglinton East (138),-79.24548954,43.73945486,300
-8832430.15260145,5429809.82666039,885,GO-20171661261,2017,D33,Stabbing,2017/09/13 04:00:00+00,53,Henry Farm (53),-79.34307002,43.76929913,301
-8826022.79974689,5429748.35789751,886,GO-20171663919,2017,D41,Shooting,2017/09/14 04:00:00+00,126,Dorset Park (126),-79.28551179,43.76890038,302
-8834346.74918,5413503.4842162,887,GO-20171677843,2017,D51,Shooting,2017/09/16 04:00:00+00,72,Regent Park (72),-79.3602871,43.66342614,303
-8837245.79035857,5411131.33417795,888,GO-20171682920,2017,D52,Shooting,2017/09/16 04:00:00+00,77,Waterfront Communities-The Island (77),-79.38632963,43.64800878,304
-8823675.74182939,5418851.09058597,889,GO-20171640198,2017,D41,Stabbing,2017/09/10 04:00:00+00,122,Birchcliffe-Cliffside (122),-79.26442781,43.69816742,305
-8851470.19711852,5422311.10596475,890,GO-20171770154,2017,D31,Shooting,2017/09/29 04:00:00+00,26,Downsview-Roding-CFB (26),-79.51410965,43.72063505,306
-8833266.17422245,5410374.84453615,891,GO-20171778161,2017,D51,Shooting,2017/10/01 04:00:00+00,70,South Riverdale (70),-79.35058013,43.64309128,307
-8833266.17422245,5410374.84453615,892,GO-20171778161,2017,D51,Shooting,2017/10/01 04:00:00+00,70,South Riverdale (70),-79.35058013,43.64309128,308
-8855291.20524415,5418282.20008284,893,GO-20171807017,2017,D23,Shooting,2017/10/05 04:00:00+00,6,Kingsview Village-The Westway (6),-79.54843435,43.69447252,309
-8857586.23131846,5422858.46076069,894,GO-20171798506,2017,D23,Other,2017/10/04 04:00:00+00,4,Rexdale-Kipling (4),-79.56905092,43.72418853,310
-8829406.98128509,5418752.18928226,895,GO-20171821632,2017,D54,Stabbing,2017/10/07 04:00:00+00,60,Woodbine-Lumsden (60),-79.31591241,43.69752508,311
-8855709.65743643,5418938.1401301,896,GO-20171828016,2017,D23,Shooting,2017/10/08 04:00:00+00,6,Kingsview Village-The Westway (6),-79.55219337,43.69873278,312
-8855793.11699826,5427057.23708671,897,GO-20171864268,2017,D31,Shooting,2017/10/14 04:00:00+00,21,Humber Summit (21),-79.5529431,43.75144038,313
-8832821.80128674,5419627.83230624,898,GO-20171897265,2017,D53,Stabbing,2017/10/20 04:00:00+00,55,Thorncliffe Park (55),-79.34658826,43.70321193,314
-8841595.27886118,5414170.49455089,899,GO-20171856631,2017,D14,Other,2017/10/13 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.42540175,43.66776054,315
-8828180.93735656,5421595.15818825,900,GO-20171954551,2017,D54,Stabbing,2017/10/28 04:00:00+00,54,O'Connor-Parkview (54),-79.30489867,43.71598673,316
-8839882.22440557,5410544.36821184,617,4799559,2013,D14,Other,2013/07/14 04:00:00+00,82,Niagara (82),-79.41001312,43.64419329,317
-8818177.19239211,5437438.53379963,618,4948721,2013,D42,Shooting,2013/04/25 04:00:00+00,132,Malvern (132),-79.2150335,43.81876618,318
-8858895.78824217,5410295.29942183,619,5172838,2013,D22,Stabbing,2013/07/15 04:00:00+00,11,Eringate-Centennial-West Deane (11),-79.58081487,43.64257418,319
-8841593.2628652,5427986.13525931,620,4924967,2013,D32,Stabbing,2013/04/25 04:00:00+00,38,Lansing-Westgate (38),-79.42538364,43.75746765,320
-8851928.66755455,5425302.50059325,621,4913839,2013,D31,Other,2013/04/29 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51822816,43.7400529,321
-8823590.61358839,5417912.03899809,622,4929615,2013,D41,Stabbing,2013/04/30 04:00:00+00,122,Birchcliffe-Cliffside (122),-79.26366309,43.69206823,322
-8858895.78824217,5410295.29942183,623,5172838,2013,D22,Stabbing,2013/07/15 04:00:00+00,11,Eringate-Centennial-West Deane (11),-79.58081487,43.64257418,323
-8858895.78824217,5410295.29942183,624,5172838,2013,D22,Stabbing,2013/07/15 04:00:00+00,11,Eringate-Centennial-West Deane (11),-79.58081487,43.64257418,324
-8841143.52321684,5411585.01614641,625,4832188,2013,D14,Shooting,2013/05/19 04:00:00+00,81,Trinity-Bellwoods (81),-79.42134356,43.65095771,325
-8827670.89705323,5421060.90276002,626,4823588,2013,D54,Other,2013/05/16 04:00:00+00,54,O'Connor-Parkview (54),-79.3003169,43.71251782,326
-8818712.49331429,5437923.15496007,627,5001151,2013,D42,Shooting,2013/05/29 04:00:00+00,131,Rouge (131),-79.21984219,43.82190724,327
-8825867.00144035,5435747.86062218,628,5067942,2013,D42,Other,2013/06/03 04:00:00+00,129,Agincourt North (129),-79.28411223,43.80780683,328
-8846672.94377531,5409631.83584849,629,5162653,2013,D11,Shooting,2013/08/05 04:00:00+00,87,High Park-Swansea (87),-79.47101519,43.63826102,329
-8834000.86727696,5416504.6466064,630,5096311,2013,D54,Stabbing,2013/06/27 04:00:00+00,57,Broadview North (57),-79.35717999,43.68292598,330
-8854984.15046631,5422409.43236783,631,5143553,2013,D23,Shooting,2013/08/12 04:00:00+00,5,Elms-Old Rexdale (5),-79.54567603,43.72127341,331
-8851714.4142702,5427127.06066913,632,5159817,2013,D31,Shooting,2013/07/28 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51630349,43.75189346,332
-8851058.18475878,5426716.21439604,633,5192957,2013,D31,Shooting,2013/08/23 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51040848,43.74922746,333
-8826472.31898266,5428242.27693842,634,GO-20141326860,2014,D41,Other,2014/01/14 05:00:00+00,119,Wexford/Maryvale (119),-79.28954989,43.75912955,334
-8851058.18475878,5426716.21439604,635,5192957,2013,D31,Shooting,2013/08/23 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51040848,43.74922746,335
-8851826.05770071,5418304.17505823,636,GO-20141428622,2014,D23,Shooting,2014/01/29 05:00:00+00,8,Humber Heights-Westmount (8),-79.5173064,43.69461525,336
-8818773.86931554,5429837.98912528,637,GO-20141431240,2014,D43,Other,2014/01/29 05:00:00+00,137,Woburn (137),-79.22039354,43.76948182,337
-8827572.71882832,5419574.41075245,638,GO-20141381673,2014,D54,Stabbing,2014/02/02 05:00:00+00,54,O'Connor-Parkview (54),-79.29943495,43.702865,338
-8827844.10350173,5430041.62500509,639,GO-20141462653,2014,D41,Other,2014/02/03 05:00:00+00,119,Wexford/Maryvale (119),-79.30187284,43.77080279,339
-8839252.41212251,5424318.40074374,640,GO-20141470629,2014,D32,Shooting,2014/02/04 05:00:00+00,105,Lawrence Park North (105),-79.40435542,43.73366557,340
-8855794.94375111,5405111.85836729,641,GO-20141500533,2014,D22,Shooting,2014/02/09 05:00:00+00,20,Alderwood (20),-79.55295951,43.60886852,341
-8859099.78788822,5425046.58690863,642,GO-20141518863,2014,D23,Stabbing,2014/02/12 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58264743,43.73839195,342
-8831680.02287316,5421964.01301978,643,GO-20141663866,2014,D54,Shooting,2014/03/08 05:00:00+00,44,Flemingdon Park (44),-79.33633149,43.71838158,343
-8852148.8007344,5408694.11003607,644,GO-20141667340,2014,D22,Stabbing,2014/03/09 05:00:00+00,14,Islington-City Centre West (14),-79.52020565,43.63216436,344
-8853047.77130105,5419833.51733694,645,5143282,2013,D12,Shooting,2013/09/03 04:00:00+00,113,Weston (113),-79.52828124,43.70454767,345
-8835125.04830544,5435474.47657774,646,5114771,2013,D33,Stabbing,2013/09/12 04:00:00+00,48,Hillcrest Village (48),-79.36727868,43.8060345,346
-8830262.64300385,5416572.30921957,647,5245469,2013,D54,Stabbing,2013/09/14 04:00:00+00,65,Greenwood-Coxwell (65),-79.32359895,43.68336554,347
-8857733.09846224,5415490.81351635,648,5269597,2013,D23,Shooting,2013/09/17 04:00:00+00,7,Willowridge-Martingrove-Richview (7),-79.57037025,43.67633938,348
-8831061.01080709,5416111.78038753,649,GO-20141668180,2014,D55,Other,2014/03/12 04:00:00+00,65,Greenwood-Coxwell (65),-79.33077081,43.68037372,349
-8819741.97930473,5428532.03586722,650,GO-20141703051,2014,D43,Stabbing,2014/03/15 04:00:00+00,137,Woburn (137),-79.22909022,43.76100951,350
-8846299.08283145,5417857.88069176,651,5126688,2013,D12,Stabbing,2013/09/20 04:00:00+00,110,Keelesdale-Eglinton West (110),-79.46765674,43.69171645,351
-8833348.61187136,5413355.9017601,652,GO-20141703847,2014,D55,Stabbing,2014/03/15 04:00:00+00,70,South Riverdale (70),-79.35132068,43.66246707,352
-8828657.23783543,5416928.05407166,653,GO-20141731923,2014,D55,Shooting,2014/03/19 04:00:00+00,62,East End-Danforth (62),-79.30917735,43.68567653,353
